trade_date,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
20170117,1.014566104,0.849770947,0.024457078,-0.452279003,-0.430975442,-0.051502824,0.603753998,0.514613763
20170118,1.284565376,-0.337280803,0.247722133,-0.178387434,-1.097957279,0.779881385,0.581505149,-0.668963742
20170119,1.25914593,-0.2140408,0.196951226,-0.09920363,-1.160711285,0.871315723,0.568928658,-0.692360963
20170120,1.381245209,-0.199950891,0.163538375,-0.064418517,-1.118315177,0.745572589,0.629123617,-0.721067043
20170123,1.380590733,-0.133327608,-0.26228672,0.355867854,-1.290953626,0.758287556,0.775956185,-0.482022956
20170124,1.455410325,-0.229025486,-0.676664654,0.935789791,-1.430587001,0.702552453,1.007933722,0.007945371
20170125,1.398620558,0.488985606,-0.010566048,-0.361322078,-0.870224615,0.263612824,0.696861677,-0.728570088
20170126,0.064252755,-0.074542055,0.324953931,-0.164378598,-0.282681722,0.357996511,0.090480748,-0.07356649
20170203,0.004128942,0.1421643,0.089885122,-0.163013725,-0.35583145,0.437871986,-0.01393721,-0.153579711
20170206,0.035337452,0.133640901,0.162304232,-0.104385619,-0.340502946,0.304687435,0.16706288,-0.22091554
20170207,0.024277908,0.163513589,0.137866795,-0.094055358,-0.345732823,0.316027326,0.155924066,-0.229142975
20170208,0.056497081,0.134375972,0.159050046,-0.089598647,-0.34930033,0.259573638,0.229780634,-0.259647538
20170209,0.061403615,0.133784139,0.129149791,-0.102201183,-0.366635309,0.253455049,0.236137044,-0.279531861
20170210,0.084283286,0.146756144,0.102347432,-0.10647029,-0.385537851,0.262991578,0.228129509,-0.305438153
20170213,0.109074864,0.19263994,0.036124141,-0.107046902,-0.413197044,0.258065726,0.232042421,-0.345993676
20170214,0.187527517,0.565839877,0.062260777,-0.070881239,-0.750176925,0.551353552,0.420901233,-0.600006618
20170215,0.193931577,0.572500935,0.079681331,-0.044082037,-0.740804434,0.473923484,0.514858837,-0.620268466
20170216,0.214053626,0.59212089,0.079369277,-0.033488644,-0.741471362,0.419943538,0.576933953,-0.645489965
20170217,0.153981611,0.724352029,-0.016873069,-0.039137647,-0.721511364,0.413174711,0.524685098,-0.587594126
20170220,0.271865564,0.77411307,-0.128957075,-0.064562207,-0.756014651,0.269919208,0.646228087,-0.602098356
20170221,0.240940234,0.979283582,-0.201418334,-0.114878035,-0.665027628,0.110458911,0.671549773,-0.447079866
20170222,0.175760726,1.497033441,-0.302524497,-0.200170953,-0.349470687,-0.348539746,0.763792015,-0.029178336
20170406,0.0594424,-0.254557426,0.685032674,-0.138795166,-0.096301385,0.569489035,-0.168044437,0.217295629
20170407,0.06202388,-0.245839423,0.680569751,-0.126009515,-0.100651826,0.553911306,-0.143689106,0.200692607
20170410,0.046924557,-0.203138985,0.624428666,-0.11788679,-0.121971425,0.538399775,-0.122879148,0.1624034
20170411,0.038872268,-0.201261402,0.60849708,-0.120498108,-0.128319406,0.520167744,-0.104075441,0.14920223
20170412,0.026318337,-0.162633062,0.566871694,-0.109497968,-0.145468852,0.554184731,-0.135630191,0.136965598
20170413,0.029924047,-0.161446067,0.589749401,-0.099283227,-0.1419723,0.517968583,-0.085549131,0.112301276
20170414,-0.006196257,-0.123802483,0.56947907,-0.088395011,-0.140352973,0.522574829,-0.092164327,0.109275168
20170417,0.001624999,-0.088470229,0.512863341,-0.083566375,-0.170337174,0.516219564,-0.077415248,0.061868328
20170418,-0.020763856,-0.073869317,0.539444024,-0.056278894,-0.153129812,0.469420848,-0.018831891,0.051597231
20170419,-0.057212214,-0.047350184,0.536697921,-0.042315325,-0.140304196,0.440698879,0.008619326,0.053180056
20170420,0.607395809,-0.284960479,0.850322289,-0.245958297,-0.315275261,0.737743267,-0.023230653,0.122383291
20170421,0.64260253,-0.283086447,0.796826255,-0.246136322,-0.322674359,0.707936472,-0.014445133,0.093481338
20170424,0.61479515,-0.202319176,0.697530845,-0.230588657,-0.358317605,0.652989636,0.051930326,0.025564084
20170425,0.644029148,-0.166526677,0.655474054,-0.215175857,-0.367562152,0.64002909,0.054558684,-0.003826947
20170426,0.631212453,-0.134590232,0.61424287,-0.217576255,-0.388741838,0.642096705,0.059280353,-0.029845293
20170427,0.643311562,-0.147637682,0.607633481,-0.213805522,-0.385464174,0.564397393,0.135304995,-0.061491437
20170428,0.630361442,-0.092551746,0.556299265,-0.205362049,-0.415258176,0.600754952,0.110333455,-0.090398577
20170502,0.608172844,0.05351599,0.435903162,-0.178705623,-0.457550786,0.548427934,0.177037648,-0.186706433
20170503,0.583627468,0.076517621,0.437756293,-0.162755769,-0.4665782,0.519464959,0.23328582,-0.21607038
20170504,0.562257176,0.098024626,0.435466985,-0.148263829,-0.479310472,0.493763842,0.287032734,-0.245615949
20170505,0.520188919,0.125964494,0.392279953,-0.15604973,-0.500139974,0.486654733,0.303444604,-0.26007467
20170508,0.544219927,0.221048118,0.277338912,-0.141105158,-0.531746039,0.444412769,0.333270012,-0.334054938
20170509,0.545518812,0.273155843,0.249003065,-0.126101025,-0.544994197,0.452132615,0.331740595,-0.36746523
20170510,0.562342074,0.308282657,0.165008498,-0.137982319,-0.574220867,0.480133543,0.286344801,-0.393208168
20170511,0.622195045,0.254952027,0.228880514,-0.106455457,-0.530584653,0.297298737,0.470604769,-0.428324119
20170512,0.753279051,0.29423918,0.071005584,-0.138920354,-0.523831658,0.280021731,0.366884927,-0.424980216
20170515,0.75619494,0.490069783,-0.142512255,-0.16431346,-0.56621873,0.323285587,0.256195964,-0.451872322
20170516,0.804341713,0.432528425,-0.047325784,-0.114442933,-0.532126667,0.158375231,0.45962369,-0.500324399
20170517,0.716525877,0.580755159,-0.119056611,-0.12524608,-0.563248251,0.234988619,0.393931262,-0.488163251
20170518,0.655771098,0.716047048,-0.326773839,-0.190495995,-0.642804319,0.444207093,0.143135467,-0.49197793
20170519,0.709999239,0.617374852,-0.079283902,-0.095013332,-0.534011339,0.062678571,0.587079291,-0.511296993
20170522,0.740676596,0.950838396,-0.290246361,-0.127415884,-0.409672044,-0.193344732,0.619582232,-0.306692247
20170523,0.799531171,1.237106175,-0.487881347,-0.154291373,-0.214671577,-0.500153202,0.606470268,0.02957045
20170524,0.709427172,1.634865798,-0.563251135,-0.275098425,-0.001635381,-0.785961668,0.626996251,0.305681911
20170601,0.014831698,-0.36494907,0.775706284,-0.174332239,0.008321281,0.532859935,-0.238671162,0.324362461
20170602,-0.055272593,-0.344205581,0.718457853,-0.183673026,-0.005126308,0.53676589,-0.251732843,0.33364935
20170605,-0.08754101,-0.262380909,0.687710144,-0.123948544,-0.023895193,0.550553971,-0.230675601,0.290250707
20170606,-0.048057538,-0.2748337,0.701749703,-0.115177792,-0.028156678,0.513519256,-0.180892156,0.259770256
20170607,-0.020696077,-0.299935803,0.670307125,-0.146153771,-0.027963192,0.456103509,-0.150047577,0.260568767
20170608,0.004200397,-0.304644508,0.621002041,-0.1718554,-0.041363522,0.442512108,-0.157217359,0.249582036
20170609,0.006794492,-0.315826501,0.566250768,-0.210158091,-0.037827225,0.395964888,-0.154172172,0.259155848
20170612,-0.005865269,-0.264132676,0.498444816,-0.197217084,-0.068699055,0.395995378,-0.1435113,0.226615523
20170613,0.007623446,-0.237920901,0.510479328,-0.167428356,-0.076593908,0.392150763,-0.117528947,0.193863172
20170614,-0.087833645,-0.233560123,0.459215633,-0.19258825,-0.106544057,0.407827237,-0.127714569,0.188300052
20170615,-0.11611915,-0.208536307,0.474107938,-0.165128088,-0.112177534,0.401258347,-0.096325288,0.1593281
20170616,-0.134817936,-0.198780804,0.465256488,-0.160051311,-0.121174149,0.393912739,-0.079545129,0.138304077
20170619,-0.085544929,-0.238476138,0.418105035,-0.207023688,-0.148562493,0.295171394,0.006465021,0.085355624
20170620,-0.129575793,-0.20336211,0.374251387,-0.209565681,-0.161326848,0.317591865,-0.02125451,0.081812336
20170621,-0.097808646,-0.230224443,0.345144908,-0.238622612,-0.187190681,0.29618184,-0.002324533,0.048918331
20170622,-0.16767353,-0.353554827,0.224145046,-0.358409534,-0.220188373,0.213205628,0.036086938,0.073530002
20170623,-0.106354788,-0.295101244,0.249345778,-0.33075129,-0.219448506,0.205984862,0.047408434,0.02035142
20170626,-0.178783757,-0.529883624,0.408367376,-0.564903208,-0.401973552,0.338817173,0.162066076,0.09571688
20170627,-0.136807791,-0.469741378,0.387724339,-0.538640204,-0.438180677,0.360143507,0.164506486,0.003618464
20170628,-0.308525341,-0.493858794,0.244122554,-0.624393185,-0.483504015,0.328125844,0.165461676,0.016758134
20170629,-0.287976102,-0.577759803,0.200073618,-0.673522907,-0.513416886,0.228978457,0.254398366,-0.034015572
20170630,-0.280254733,-0.441814314,0.2313129,-0.60053524,-0.533804754,0.281393776,0.254102887,-0.146002277
20170703,-0.396916065,-0.366317678,0.038862242,-0.644475274,-0.623863565,0.323242476,0.219136028,-0.202995738
20170704,-0.468451159,-0.249618602,0.047620381,-0.575357586,-0.640737049,0.375862182,0.219924185,-0.272281318
20170705,0.2375898,-0.988617742,0.530723344,-0.916835572,-0.574358799,0.264823175,0.277123167,0.039782496
20170706,0.197929218,-1.001348495,0.346839703,-1.001862668,-0.640319145,0.300487285,0.202526227,0.019074067
20170707,0.234319405,-0.75461254,0.393506043,-0.877267103,-0.662683277,0.404506898,0.185233166,-0.121339732
20170710,0.25221928,-0.794916045,0.18164953,-0.924666193,-0.728212069,0.233005145,0.330685569,-0.218566795
20170711,0.278431962,-1.409489883,0.315606094,-1.433220611,-0.711078244,0.204002652,0.246800782,0.273713583
20170712,0.117679643,-1.363776417,0.110127202,-1.531738635,-0.745508142,0.170150585,0.215918822,0.334024132
20170713,0.531729513,-1.3559658,0.147746878,-1.39309922,-0.652143771,-0.041179489,0.346767954,0.163215031
20170714,0.723371135,-1.370751277,0.290153336,-1.546224369,-0.497356941,-0.051747059,0.20769003,0.634241682
20170717,0.653673482,-1.243201046,-0.257265889,-1.746392735,-0.450155736,-0.418218903,0.315562108,0.748214784
20170718,0.654686006,-0.853545892,-0.13512214,-1.507025441,-0.588329527,-0.172600787,0.283853958,0.491885164
20170719,1.076970966,-1.127970235,-0.281911033,-1.556356002,-0.397215127,-0.618999573,0.449162682,0.477171974
20170720,1.299455399,-0.683640338,0.035024617,-1.385068504,-0.322957418,-0.437710933,0.315640732,0.63528044
20170721,0.900208909,-0.349845587,-0.145520312,-1.38311195,-0.586699855,-0.046008534,0.188789887,0.540975659
20170724,1.28199019,-1.379161248,-0.274582274,-1.041673687,-1.136172686,0.047245318,0.711283438,-0.373403105
20170725,1.084774876,-1.132967216,-0.810919817,-0.473658836,-1.51496174,0.540089043,0.641109092,-0.070853615
20170726,0.671891757,0.037971284,-0.568870857,-1.723958281,-0.693182271,-0.670172941,0.657229989,0.246408657
20170727,-0.012108475,-0.7997509,-0.015104093,-1.338439322,-0.352294937,-0.330455815,0.220819954,0.379457796
20170728,0.078112605,-0.586990203,0.045313152,-1.228531389,-0.377745328,-0.295874968,0.250066647,0.172754566
20170731,0.03279782,-0.439226781,-0.205607522,-1.284816592,-0.44893512,-0.451742437,0.363207774,0.051041115
20170801,0.27750165,-0.873701148,-0.453379195,-1.472395502,-0.463515785,-0.714516097,0.466121361,0.021531759
20170802,0.182997619,-0.886971399,-0.719763938,-1.619649063,-0.513217779,-0.736866586,0.38205551,0.049432834
20170803,-0.376561882,-0.786048561,-0.25291208,-1.761361862,-0.476485528,-0.18370412,-0.025917369,0.644617413
20170804,-0.311097901,-1.756392599,0.241386115,-1.293808354,-1.207103549,0.684134112,0.228702658,-0.697303911
20170807,-0.178501149,-1.529145601,0.171774304,-1.169058827,-1.278613401,0.519708034,0.495796966,-0.988053597
20170808,-0.106846668,-1.397109903,0.114847445,-1.126152487,-1.320199817,0.546953677,0.500496675,-1.097703541
20170809,-0.286824487,-1.161747658,-0.086178849,-1.077618382,-1.447218107,0.843015195,0.284942382,-1.136352718
20170810,-0.456334406,-1.362277119,-0.133518485,-1.097164011,-1.47166286,0.547651627,0.599694156,-1.083808368
20170811,-0.688508558,-0.844461027,-0.024224753,-0.771154099,-1.427828043,0.78343799,0.523887303,-1.084251185
20170814,-0.241730927,-0.577482004,-0.057823709,-0.569883438,-1.544514493,0.838866666,0.624545685,-1.512290103
20170815,-0.00481024,-0.650161271,-0.019665965,-0.477240458,-1.516312057,0.60518244,0.916543152,-1.54522631
20170816,-0.0106345,-0.279552758,-0.018918389,-0.346950373,-1.544752031,0.856449214,0.729081456,-1.717106687
20170817,0.146909492,-0.302626129,-0.080874291,-0.332517647,-1.589820612,0.800945708,0.817991023,-1.8319322
20170818,0.294963803,-0.374130129,-0.14261456,-0.333305902,-1.629172277,0.684220207,0.948221608,-1.913096209
20170821,0.205324185,0.405781031,-1.382294765,-0.322610598,-1.958340236,1.570427726,-0.139344968,-1.680581742
20170822,0.590949975,-0.143120897,-1.042532678,0.237018039,-1.907915861,0.660000892,1.058164126,-1.562910729
20170823,0.553439963,1.784163211,-1.184861734,-0.961866853,-0.58041758,-1.040724816,0.943789633,-0.258117255
20170824,-0.263720518,-0.209664122,0.336430331,-0.150970449,-0.133162164,0.325580534,-0.084978189,-0.034321351
20170825,-0.236998668,-0.373996514,0.25647247,-0.282955535,-0.14684737,0.13625681,0.039584077,-0.007340796
20170828,-0.410488507,-0.606536813,-0.10880267,-0.583940869,-0.235504706,-0.00801405,0.054056415,0.071524212
20170829,-0.39303531,-0.58528431,0.308947339,-0.498244192,-0.333688258,0.272764079,0.052882311,-0.08591941
20170830,-0.523092073,-0.565087323,0.212220113,-0.536270606,-0.375987754,0.280833887,0.045408291,-0.097784284
20170831,-0.527940222,-0.485903808,0.251818088,-0.480861174,-0.380754458,0.263873811,0.103266338,-0.17983833
20170901,-0.581570948,-0.459419295,0.201446743,-0.492875386,-0.394315393,0.236380428,0.123809683,-0.190691359
20170904,-0.53063602,-0.311272585,0.191311703,-0.41464398,-0.417360106,0.198140015,0.209260374,-0.336532788
20170905,-0.526875431,-0.428851144,0.0667864,-0.522449804,-0.473928912,0.122962454,0.247176208,-0.344069936
20170906,-0.58673127,-0.301184912,0.052363236,-0.46982264,-0.475988597,0.162678682,0.228920041,-0.37200966
20170907,-0.693525523,-0.164210024,-0.10838612,-0.480305111,-0.550739531,0.374798118,0.024460526,-0.387888944
20170908,-0.66739129,-0.184406679,0.06474331,-0.371181191,-0.498457122,0.188256229,0.285617207,-0.45041433
20170911,-0.710595315,-0.042585727,-0.014826073,-0.334381722,-0.510411129,0.122154535,0.354396472,-0.506056032
20170912,-0.638989476,-0.038364181,-0.030039771,-0.346911126,-0.534129584,0.084733299,0.401542984,-0.570905913
20170913,-0.664673403,0.057994146,-0.100893578,-0.338517417,-0.559058433,0.160232899,0.325739354,-0.59192164
20170914,-0.720785492,0.122519273,-0.267961077,-0.352064006,-0.60751366,0.310724979,0.146457123,-0.560639252
20170915,-0.635590952,0.144500868,-0.070626038,-0.197485681,-0.565142306,0.202225227,0.372802664,-0.657688186
20170918,-0.576019008,0.216584971,-0.138445204,-0.178018376,-0.590775391,0.118902146,0.467342273,-0.728719081
20170919,-0.565790951,0.343770806,-0.146576144,-0.114349943,-0.572570043,0.161008768,0.430996855,-0.744797423
20170920,-0.540201952,0.421625575,-0.141604274,-0.065779462,-0.569728452,0.18166504,0.432509523,-0.782222528
20170921,-0.473493617,0.401316389,-0.107307376,-0.053712048,-0.568309511,0.09272101,0.541991523,-0.822346228
20170922,-0.436304463,0.43969184,-0.112933414,-0.036047018,-0.552383853,0.045207825,0.581628064,-0.818964487
20170925,-0.471982953,0.844370103,-0.316272672,-0.066643168,-0.46822679,-0.051632801,0.501297806,-0.677120995
20170926,-0.50331313,1.140786405,-0.472024009,-0.12753462,-0.375281079,-0.153120651,0.418093586,-0.474136496
20170927,-0.583439972,1.391141885,-0.374234831,-0.067922706,-0.166096642,-0.527281033,0.685786397,-0.271287232
20171009,-0.005035517,-0.261340569,0.491755232,-0.150030227,-0.0470424,0.487326059,-0.280839181,0.112876327
20171010,-0.016349397,-0.280725651,0.521598135,-0.129496848,-0.036802505,0.410047416,-0.192591703,0.097985114
20171011,0.009596478,-0.289571075,0.49979551,-0.141261028,-0.05906258,0.399397185,-0.179695425,0.061048914
20171012,0.025451798,-0.281437626,0.484780305,-0.141478244,-0.076083314,0.393601449,-0.16752741,0.0302573
20171013,0.018173406,-0.269103404,0.467961838,-0.142364426,-0.087448557,0.389032768,-0.158135408,0.011532285
20171016,0.008285718,-0.281873801,0.399678,-0.182308323,-0.122771945,0.344380781,-0.117303445,-0.036762341
20171017,-0.035955968,-0.462995984,0.816516713,-0.199606758,-0.219150924,0.72814641,-0.213674384,-0.041758234
20171018,0.034705002,-0.525236574,0.799378641,-0.23572778,-0.252821609,0.646097461,-0.128304794,-0.111213378
20171019,-0.03461949,-0.562574452,0.696668449,-0.298351895,-0.290041128,0.599890012,-0.106288473,-0.120001777
20171020,-0.113604256,-0.495717861,0.652085825,-0.292212641,-0.310369639,0.622959716,-0.117693538,-0.148556545
20171023,-0.119504074,-0.421400063,0.573215218,-0.281861806,-0.364048736,0.582830872,-0.051726573,-0.261447417
20171024,-0.219413213,-0.594480268,0.451313029,-0.420214477,-0.372255794,0.356418455,0.095329331,-0.208062851
20171025,-0.257339675,-0.549864258,0.362770368,-0.447706964,-0.423900221,0.401366418,0.052509365,-0.258594876
20171026,-0.412947249,-0.928994919,0.041031214,-0.783635089,-0.485200452,0.138271038,0.151676511,-0.155192433
20171027,-0.395819219,-1.343941363,0.056578272,-1.048847833,-0.719906371,0.222041319,0.216850319,-0.282196001
20171030,-0.570396428,-1.169646989,-0.265025037,-1.139209463,-0.821206701,0.249594323,0.144417484,-0.329640565
20171031,-0.36201308,-0.771127859,0.101143846,-0.749134644,-0.795198517,0.365339597,0.268331506,-0.651789695
20171101,-0.714154419,-1.090354923,-0.340397778,-1.142757775,-0.92971367,0.250399506,0.225776877,-0.500562491
20171102,-0.515518783,-0.865589482,-0.066425597,-0.860463993,-0.895100722,0.220835358,0.41333456,-0.726527148
20171103,-0.507532695,-0.832845838,-0.116233379,-0.862822399,-0.937030342,0.210896843,0.443973141,-0.802342069
20171106,-0.550662485,-0.600941551,-0.256289163,-0.807689165,-0.992529959,0.199291383,0.476934093,-0.935335713
20171107,-0.608934195,-1.194160612,-0.65933545,-1.262432091,-1.056085788,-0.213372305,0.6436881,-0.7429513
20171108,-0.795775274,-1.580870345,-0.376034023,-1.469103457,-1.047641598,0.161490647,0.319390859,-0.359440405
20171109,-0.515146735,-1.239694815,-0.076748776,-1.143543671,-1.003918153,0.158354775,0.482077585,-0.629725106
20171110,-0.558208069,-1.895874137,-0.708617872,-1.703975734,-1.01150107,-0.33054742,0.55974915,-0.288077008
20171113,-0.29769197,-1.314858342,-0.780519247,-1.464714964,-0.977859685,-0.28626656,0.499319356,-0.497243622
20171114,-0.617722713,-1.008890451,-0.5060294,-1.237182821,-0.891652748,0.060641677,0.275051318,0.00957891
20171115,-0.77283897,-0.960405997,-0.509605015,-1.106023917,-0.987295443,0.054278144,0.450956132,-0.06753012
20171116,-0.482912861,-1.158405795,-0.605205957,-1.214077447,-0.84800279,-0.537012268,0.803952702,0.073979943
20171117,-0.262682676,-1.484843585,-1.460945982,-1.806337374,-0.485980104,-1.398708867,0.754129541,0.70704754
20171120,0.15044661,-3.368410177,-1.407165737,0.215780808,-1.988253078,0.721425711,0.786089966,-0.501609221
20171121,0.518529235,-3.399736109,-2.671099043,0.789315634,-1.706695925,-0.157055394,1.134855127,0.853776485
20171122,0.51728913,-1.31944003,-1.598861574,-1.88411585,-0.162365093,-1.475663447,0.257240534,-0.16023798
20171123,-2.297638563,-2.16762623,-0.45372149,-1.728309668,-0.372455325,0.137025273,-0.533312916,0.759739221
20171124,-2.169591534,-2.050103356,0.002321666,-1.417240115,-0.279996962,-0.198290671,-0.048578223,0.548982017
20171127,-2.301605935,-1.542202469,-0.108130644,-1.184882635,-0.332268111,-0.098540158,-0.051952796,0.353260606
20171128,-2.089624221,-1.112137696,0.621156254,-0.833980503,-0.314302186,0.258437764,-0.007933289,-0.06169466
20171129,-2.270887949,-1.167447025,0.471884339,-0.948029488,-0.329563255,0.064790504,0.137564973,-0.023750656
20171130,-2.536439,-0.783844249,0.465000744,-0.756658585,-0.315383485,0.220607225,0.069547251,-0.068142563
20171201,-2.283972137,-1.012119242,1.1851206,-0.650691181,-0.057563228,0.413117141,-0.088678535,0.233265065
20171204,-1.986115016,-0.859953462,0.698568329,-0.718738439,-0.360069117,0.589365266,-0.226211178,-0.115632434
20171205,-1.330645893,-1.363864661,0.677207933,-0.876431772,-0.355316176,0.037373014,0.224986818,-0.247500576
20171206,-1.72538272,-0.76721609,0.597556951,-0.677102399,-0.377102002,0.363600788,0.01031233,-0.253164536
20171207,-1.98400001,-0.335896736,0.623315873,-0.420849136,-0.454313308,0.686310466,-0.112413411,-0.394224119
20171208,-1.607306389,-0.438170878,0.723773047,-0.356620213,-0.501909828,0.528296234,0.160045692,-0.667016417
20171211,-1.184188608,-0.373528077,0.421999452,-0.41363199,-0.633462273,0.264552395,0.406516124,-1.006526705
20171212,-1.833160429,0.108279384,0.198559672,-0.33105743,-0.692964285,0.610161728,0.097226004,-0.890548841
20171213,-1.476498565,-0.081966321,0.388301741,-0.228829209,-0.655026928,0.169612045,0.625718552,-1.084206377
20171214,-1.67878283,0.304642164,0.239999192,-0.131913413,-0.734594111,0.474979686,0.384441548,-1.146179168
20171215,-2.081338883,0.631307026,0.165513376,0.030684459,-0.719720901,0.576638953,0.343417499,-1.092416365
20171218,-0.90430925,0.288628785,0.248119572,0.309896211,-0.513731696,0.090709946,0.676175963,-0.529965218
20171219,-0.349722561,0.105140491,0.200147992,0.20907949,-0.446278989,-0.180548394,0.776451439,-0.738813893
20171220,-0.34796317,0.246699282,-0.2021245,0.123581341,-0.554134479,-0.048735879,0.539296471,-0.714114051
20171221,-0.167870032,0.130589893,-0.384288608,0.052845834,-0.550717792,-0.321436183,0.710395304,-0.699144929
20171222,-0.307020444,0.406518725,-0.753862865,0.290467659,-0.758372699,-0.086436366,0.615675125,-0.563417997
20171225,-0.421457345,1.034584612,-1.598825294,0.694006357,-0.730792633,-0.376450984,0.724819403,0.195587622
20171226,0.012625099,0.280626243,-1.163635991,1.34366626,-1.130503861,-0.027685522,1.159683443,-0.717076791
20171227,-1.349999408,4.094981171,-3.212670616,-0.821661189,-0.776065661,2.125481895,-3.012933413,-0.179966124
20171228,0.977456353,-0.46216136,0.258480326,-0.286170139,-0.050205716,0.155050957,-0.188922062,-0.222861602
20171229,0.996924508,-0.445554889,0.242879951,-0.254910449,-0.103610789,0.203920255,-0.183645544,-0.298586785
20180102,1.179622266,-0.547295767,0.696338697,-0.329473554,0.330521422,0.147322145,-0.493681089,0.278829161
20180103,0.661650239,-0.143975513,1.254435899,-0.205608294,0.967971613,0.01398438,-0.753637644,1.367672594
20180104,0.924852955,-1.214343204,1.435829333,0.106869669,0.239423971,0.936193675,-0.803241158,0.112020421
20180105,1.030864645,-1.190716433,1.333379572,0.10530063,0.235435296,0.865137874,-0.785132866,0.053605241
20180108,0.474708522,-0.92316514,1.768377279,0.488938381,0.683317492,0.800323937,-0.835274969,0.674097221
20180109,0.940262103,-2.084343883,1.895844666,0.678326073,0.000919545,1.587486903,-0.891501028,-0.600351282
20180110,1.137250582,-2.14501981,1.719566089,0.599503283,0.002224498,1.438741568,-0.894391161,-0.679891637
20180111,0.428277588,-2.3294308,2.32007882,1.130625043,0.245451022,1.803330814,-1.08012979,-0.413602343
20180112,0.705817567,-2.372064196,2.051654356,1.030221613,0.213034437,1.681600114,-1.130408268,-0.538267659
20180115,0.937977388,-2.391389468,1.503743992,1.067925987,0.089334085,1.363382824,-0.930576254,-0.682062176
20180116,1.201184947,-2.38958655,1.329448294,1.127382877,0.110820534,1.195052901,-0.872698308,-0.768490792
20180117,0.584729819,-2.313606214,0.712425454,1.665148114,0.289996243,0.929103272,-0.826167557,-0.11318138
20180118,1.04049798,-2.387081394,0.509123424,1.714846165,0.360437173,0.609031676,-0.728674276,-0.208661784
20180119,0.994179057,-2.511010494,0.04781083,1.746206322,0.200217322,0.592761209,-0.716085309,-0.095060907
20180122,1.227186865,-3.03314427,-1.427666398,3.557496139,-0.60361458,0.789034127,-0.057381121,0.880735381
20180123,1.661841013,-4.336798497,-3.341870764,5.522304432,-1.385539329,0.834044099,0.588260968,2.435219048
20180124,0.564517562,-1.440408462,-0.659669797,-0.021306801,1.349725289,-1.334790057,-0.855107776,-0.238645626
20180125,-2.962321769,-1.249551637,0.796842338,-0.546745853,0.904416758,0.206031285,-1.188074928,0.865061424
20180126,-2.594297417,-1.290369009,1.055327695,-0.409565994,0.883627961,-0.058835628,-0.784024612,0.519384801
20180129,-3.466316577,-0.766388423,0.663836318,-0.287342871,0.734616772,-0.021831644,-0.703180812,0.497722647
20180130,-3.7972956,-0.241216749,0.768741271,0.121232455,0.648604371,0.425840529,-0.869102168,0.297361914
20180131,-3.219946398,-0.509852711,1.086209172,0.118910376,0.716813263,-0.136155669,-0.23838795,0.037038595
20180201,-3.025439072,-0.452162415,0.721555228,-0.041296644,0.600510892,-0.052159667,-0.41260592,-0.0296535
20180202,-2.851537397,-0.366053517,0.675250015,-0.032934731,0.608592715,-0.205395486,-0.300677926,-0.128399061
20180205,-2.229934123,-1.476120705,0.616906201,0.114900658,-0.103772755,0.174701188,-0.006352654,-1.465644395
20180206,-3.404213415,-1.127028222,0.317127408,0.156232789,-0.098538244,0.251601569,-0.0348193,-1.164476844
20180207,-4.885832858,0.450614434,-0.267389559,0.074527035,0.65664742,-0.559276999,-0.15037064,0.396236198
20180208,-5.816453254,1.093555733,0.187160094,0.747474407,0.937011528,-0.667904376,0.18688526,0.48825429
20180209,-7.474848583,2.337500853,0.662747386,1.956825125,1.694264548,-0.953867211,0.500188837,1.246131569
20180212,-5.437846239,2.518520553,0.005335451,2.104894768,1.456825786,-0.142129665,-0.496022109,1.561830473
20180213,-4.623568424,2.256644456,0.637530359,2.354687481,1.517358359,-0.606389583,0.264334721,0.947609755
20180214,-4.308754144,2.46695762,0.762021288,2.418287093,1.517570342,-0.586297437,0.287640073,0.664219737
20180222,-3.338355572,2.319196565,-1.200295067,3.016704365,0.215700101,0.35328605,-0.037582683,0.030981029
20180223,-2.833278588,1.690001123,-0.814042475,3.266676883,0.242177061,-0.38473597,1.018656654,-0.124236172
20180226,-3.064999505,2.48348494,-2.254352981,4.071010767,0.253251202,-0.911453598,1.206342599,1.424847316
20180227,-3.780671591,3.145394771,-3.663275697,4.928920426,-0.376998696,0.925446544,-0.23217695,1.979426848
20180228,-4.402963307,4.164140012,0.040888317,2.616797005,1.269126198,-1.108359985,0.912686162,-0.760302994
20180301,1.086534329,-0.350880237,0.574129323,-0.231719683,0.562987092,-0.059878343,-0.581194104,0.594054465
20180302,0.588749597,-1.257492012,1.531066779,0.238001215,0.3473887,1.012118541,-0.867917509,0.218938851
20180305,0.574614078,-1.166343673,1.387057768,0.269545333,0.236945023,0.993864431,-0.76749585,0.075524405
20180306,0.781818258,-1.236577609,1.312798987,0.226827882,0.258377542,0.871057277,-0.743955628,-0.007489757
20180307,0.661663236,-1.137915659,1.26621194,0.271313937,0.202202671,0.919610917,-0.715291194,-0.017089358
20180308,0.825516594,-1.168178407,1.209923821,0.264163023,0.211993753,0.843328087,-0.696320928,-0.096564916
20180309,0.866522832,-1.148874564,1.117501411,0.247096456,0.179723238,0.832820227,-0.702705266,-0.144102986
20180312,0.873916565,-1.048985317,0.948104017,0.292564763,0.117707934,0.755948099,-0.615348104,-0.246764641
20180313,0.630467337,-0.946002269,0.903324258,0.352302187,0.008147206,0.85034715,-0.547280632,-0.230161633
